taxid,parent_taxid,rank,scientific_name,common_name
10004,10007,subspecies,Sciurus aberti chuscensis,
10005,10007,subspecies,Sciurus aberti ferreus,
10006,10007,subspecies,Sciurus aberti kaibabensis,Kaibab squirrel
10007,10001,species,Sciurus aberti,Abert's squirrel
10008,337822,genus,Tamiasciurus,
10009,10008,species,Tamiasciurus hudsonicus,American red squirrel
10010,1963757,family,Geomyidae,pocket gophers
10011,10010,genus,Thomomys,
10012,10011,species,Thomomys townsendii,Townsend's pocket gopher
10013,10011,species,Thomomys bottae,Botta's pocket gopher
10015,1963757,family,Heteromyidae,
10016,38662,genus,Dipodomys,kangaroo rats
10017,10016,species,Dipodomys californicus,California kangaroo rat
10018,10016,species,Dipodomys heermanni,Heermann's kangaroo rat
10019,10016,species,Dipodomys panamintinus,kangaroo rat
10020,10016,species,Dipodomys ordii,Ord's kangaroo rat
10021,1963759,family,Pedetidae,springhares
10022,10021,genus,Pedetes,
10023,10022,species,Pedetes capensis,springhaas
10026,337677,subfamily,Cricetinae,hamsters
10028,10026,genus,Cricetulus,
10029,10028,species,Cricetulus griseus,Chinese hamster
10030,10028,species,Cricetulus longicaudatus,lesser long-tailed hamster
10031,2621638,species,Cricetulus sp.,
10033,10026,genus,Cricetus,
10034,10033,species,Cricetus cricetus,black-bellied hamster
10035,10026,genus,Mesocricetus,
10036,10035,species,Mesocricetus auratus,golden hamster
10037,10035,species,Mesocricetus brandti,Brandt's hamster
10038,2634077,species,Mesocricetus sp.,
10040,337963,genus,Peromyscus,
10041,10040,species,Peromyscus leucopus,white-footed mouse
10042,10040,species,Peromyscus maniculatus,North American deer mouse
10043,10026,genus,Phodopus,
10044,10043,species,Phodopus sungorus,Djungarian hamster
10045,10066,subfamily,Gerbillinae,gerbils
10046,10045,genus,Meriones,jirds
10047,10046,species,Meriones unguiculatus,Mongolian gerbil
10049,39087,genus,Arvicola,
10053,39087,genus,Microtus,meadow voles
10054,10053,species,Microtus xanthognathus,taiga vole
10055,10053,species,Microtus chrotorrhinus,rock vole
10058,10053,species,Microtus pennsylvanicus,meadow vole
10059,39087,genus,Ondatra,
10060,10059,species,Ondatra zibethicus,muskrat
10061,337664,subfamily,Spalacinae,blind mole-rats
10062,10061,genus,Spalax,
10066,337687,family,Muridae,
10067,326408,genus,Acomys,spiny mice
10068,10067,species,Acomys cahirinus,Cairo spiny mouse
10069,40141,genus,Akodon,
10070,10069,species,Akodon aerosus,highland grass mouse
10072,10069,species,Akodon boliviensis,Bolivian grass mouse
10073,10069,species,Akodon juninensis,Junin grass mouse
10074,10069,species,Akodon kofordi,Koford's grass mouse
10075,10069,species,Akodon mollis,soft grass mouse
10076,100643,subspecies,Akodon lutescens puer,altiplano grass mouse
10077,10069,species,Akodon subfuscus,Puno grass mouse
10078,10069,species,Akodon torques,cloud forest grass mouse
10081,399316,species,Necromys amoenus,pleasant bolo mouse
10084,40142,genus,Cricetomys,
10085,10084,species,Cricetomys gambianus,Gambian giant pouched rat
10087,10069,species,Akodon mimus,Thespian grass mouse
10088,39107,genus,Mus,mice
10089,862507,species,Mus caroli,ricefield mouse
10090,862507,species,Mus musculus,house mouse
10091,10090,subspecies,Mus musculus castaneus,southeastern Asian house mouse
10092,10090,subspecies,Mus musculus domesticus,western European house mouse
10093,862508,species,Mus pahari,Gairdner's shrew-mouse
10094,862511,species,Mus saxicola,rock-loving mouse
10095,941326,species,Mus sp.,mice
10096,862507,species,Mus spretus,Algerian mouse
10097,862507,species,Mus cervicolor,fawn-colored mouse
10098,862507,species,Mus cookii,Cook's mouse
10100,862507,species,Mus macedonicus,Macedonian mouse
10101,862511,species,Mus platythrix,flat-haired mouse
10102,862510,species,Mus setulosus,Peter's mouse
10103,862507,species,Mus spicilegus,mound-building mouse
10105,862510,species,Mus minutoides,Southern African pygmy mouse
10108,862507,species,Mus abbotti,Abbott's mouse
10111,39107,genus,Praomys,African soft-furred rats
10112,30639,species,Mastomys natalensis,African soft-furred rat
10113,10111,species,Praomys daltoni,Dalton's mouse
10114,39107,genus,Rattus,rat
10115,10114,species,Rattus leucopus,Cape York rat
10116,10114,species,Rattus norvegicus,brown rat
10117,10114,species,Rattus rattus,black rat
10118,435433,species,Rattus sp.,rats
10119,10114,species,Rattus fuscipes,bush rat
10120,10114,species,Rattus sordidus,Australian dusky field rat
10121,10114,species,Rattus tunneyi,pale field rat
10122,10114,species,Rattus villosissimus,long-haired rat
10126,39107,genus,Conilurus,
10127,10126,species,Conilurus penicillatus,Brush-tailed rabbit rat
10128,39107,genus,Apodemus,
10129,400053,species,Apodemus sylvaticus,European woodmouse
10132,40140,genus,Calomyscus,mouse-like hamsters
10133,2627105,species,Calomyscus sp.,mouse-like hamster
10135,33550,family,Hystricidae,Old World porcupines
10136,10135,genus,Hystrix,
10137,10136,species,Hystrix cristata,crested porcupine
10138,10136,species,Hystrix africaeaustralis,Cape porcupine
10139,33550,family,Caviidae,cavies
10140,10139,genus,Cavia,guinea-pigs
10141,10140,species,Cavia porcellus,domestic guinea pig
10143,2622580,species,Cavia sp.,
10144,10140,species,Cavia cutleri,
10145,10139,genus,Galea,
10146,10145,species,Galea musteloides,Common yellow-toothed cavy
10147,33550,family,Hydrochaeridae,
10148,10147,genus,Hydrochoerus,
10149,10148,species,Hydrochoerus hydrochaeris,capybara
10150,33550,family,Chinchillidae,chinchillas and viscachas
10151,10150,genus,Chinchilla,
10152,10151,species,Chinchilla chinchilla,short-tailed chinchilla
10153,10150,genus,Lagostomus,
10154,10153,species,Lagostomus maximus,plains viscacha
10155,33550,family,Myocastoridae,
10156,10155,genus,Myocastor,
10157,10156,species,Myocastor coypus,coypu
10158,33550,family,Octodontidae,
10159,10158,genus,Octodon,
10160,10159,species,Octodon degus,degu
10161,33550,family,Echimyidae,American spiny rats
10162,10161,genus,Proechimys,
10163,10162,species,Proechimys guairae,casiragua
10164,33550,family,Ctenodactylidae,gundis
10165,10164,genus,Ctenodactylus,
10166,10165,species,Ctenodactylus gundi,Atlas gundi
10167,33550,family,Bathyergidae,African mole-rats
10168,74488,genus,Thryonomys,
10169,10168,species,Thryonomys swinderianus,greater cane rat
10170,10167,genus,Bathyergus,
10171,10170,species,Bathyergus janetta,Namaqua dune mole rat
10172,10170,species,Bathyergus suillus,Cape dune mole rat
10173,10167,genus,Cryptomys,
10175,10173,species,Cryptomys hottentotus,African mole rat
10176,10167,genus,Georychus,
10177,10176,species,Georychus capensis,Cape mole rat
10178,10167,genus,Heliophobius,
10179,10178,species,Heliophobius argenteocinereus,silvery mole rat
10180,10167,genus,Heterocephalus,
10181,10180,species,Heterocephalus glaber,naked mole rat
10182,99599,genus,Petromus,
10183,10182,species,Petromus typicus,Dassie rat
10184,29132,genus,Castor,
10185,10184,species,Castor fiber,Eurasian beaver
10186,10045,genus,Gerbillus,northern pygmy gerbils
10187,2622000,species,Gerbillus sp.,
13014,39087,genus,Clethrionomys,
13038,30613,genus,Daubentonia,
13124,338152,genus,Lynx,
13125,13124,species,Lynx lynx,Eurasian lynx
13149,30615,genus,Microcebus,
13150,39107,genus,Micromys,
13151,13150,species,Micromys minutus,Eurasian harvest mouse
13265,2927071,genus,Smilodon,
13266,13265,species,Smilodon fatalis,saber-toothed cat
13280,461395,genus,Taphozous,
13281,13280,species,Taphozous georgianus,sharp-nosed tomb bat
13456,37441,subspecies,Cratogeomys castanops castanops,yellow-nosed pocket gopher
13457,37441,subspecies,Cratogeomys castanops subsp. tamaulipensis,
13458,13627,species,Cratogeomys fumosus,smoky pocket gopher
13459,34860,subspecies,Cratogeomys goldmani goldmani,
13461,13627,species,Cratogeomys gymnurus,Llano pocket gopher
13462,13627,species,Cratogeomys merriami,Merriam's pocket gopher
13463,13627,species,Cratogeomys tylorhinus,naked-nosed pocket gopher
13513,9445,genus,Eulemur,
13514,13513,species,Eulemur coronatus,crowned lemur
13515,13513,species,Eulemur fulvus,brown lemur
13544,10010,genus,Geomys,
13556,9445,genus,Hapalemur,
13557,13556,species,Hapalemur griseus,bamboo lemur
13615,126287,genus,Monodelphis,short-tailed opossums
13616,13615,species,Monodelphis domestica,gray short-tailed opossum
13627,10010,genus,Cratogeomys,
13628,196629,species,Pappogeomys bulleri,Buller's pocket gopher
13712,337730,genus,Tamias,
27591,457560,species,Nanger granti,Grant's gazelle
27592,9895,subfamily,Bovinae,
27596,9918,species,Bubalus depressicornis,anoa
27598,2649582,species,Cervus sp.,
27601,30558,genus,Balaena,
27602,27601,species,Balaena mysticetus,bowhead
27603,226940,genus,Caperea,
27604,27603,species,Caperea marginata,pygmy right whale
27605,30558,genus,Eubalaena,
27606,27605,species,Eubalaena glacialis,North Atlantic right whale
27607,9726,genus,Cephalorhynchus,
27608,27607,species,Cephalorhynchus eutropia,black dolphin
27609,9726,genus,Lagenorhynchus,
27610,27609,species,Lagenorhynchus albirostris,white-beaked dolphin
27612,9726,genus,Lissodelphis,
27613,27612,species,Lissodelphis peronii,southern right whale dolphin
27614,9741,species,Phocoena spinipinnis,Burmeister's porpoise
27615,9751,species,Kogia breviceps,pygmy sperm whale
27616,9757,species,Mesoplodon europaeus,Gervais' beaked whale
27617,9757,species,Mesoplodon peruvianus,Peruvian beaked whale
27618,9436,genus,Eumops,
27619,27618,species,Eumops glaucinus,Wagner's bonneted bat
27620,27618,species,Eumops perotis,western bonneted bat
27621,9436,genus,Molossus,
27622,27621,species,Molossus molossus,Pallas's mastiff bat
27623,9436,genus,Mormopterus,
27624,27623,species,Mormopterus kalinowskii,Kalinowski's mastiff bat
27625,9436,genus,Nyctinomops,
27626,27625,species,Nyctinomops aurispinosus,Peale's free-tailed bat
27627,27625,species,Nyctinomops laticaudatus,broad-eared bat
27628,9436,genus,Promops,
27629,27628,species,Promops centralis,big crested mastiff bat
27631,9436,genus,Tomopeas,
27634,9416,species,Artibeus lituratus,great fruit-eating bat
27637,40236,genus,Glossophaga,
27638,27637,species,Glossophaga soricina,Pallas's long-tongued bat
27641,40236,genus,Anoura,
27642,27641,species,Anoura caudifer,tailed tailless bat
27643,40234,genus,Centurio,
27644,27643,species,Centurio senex,wrinkle-faced bat
27645,40234,genus,Chiroderma,
27646,27645,species,Chiroderma salvini,Salvin's big-eyed bat
27647,27645,species,Chiroderma trinitatum,little big-eyed bat
27654,9416,species,Artibeus hartii,little fruit-eating bat
27657,40234,genus,Platyrrhinus,
27658,27657,species,Platyrrhinus helleri,Heller's broad-nosed bat
27659,40234,genus,Sturnira,
27660,27659,species,Sturnira lilium,little yellow-shouldered bat
27661,27659,species,Sturnira tildae,Tilda yellow-shouldered bat
27662,40234,genus,Uroderma,
27663,27662,species,Uroderma bilobatum,tent-building bat
27664,9431,genus,Idionycteris,
27665,27664,species,Idionycteris phyllotis,Allen's big-eared bat
27666,9431,genus,Lasionycteris,
27667,27666,species,Lasionycteris noctivagans,Silver-haired bat
27668,9434,species,Myotis leibii,eastern small-footed myotis
27669,9431,genus,Nycticeius,
27670,27669,species,Nycticeius humeralis,evening bat
27671,9431,genus,Pipistrellus,
27672,2057181,species,Perimyotis subflavus,eastern pipistrelle
27673,9431,genus,Plecotus,
27674,233861,species,Corynorhinus rafinesquii,Rafinesque's big-eared bat
27675,9357,species,Choloepus didactylus,southern two-toed sloth
27679,9520,species,Saimiri boliviensis,Bolivian squirrel monkey
27680,13515,subspecies,Eulemur fulvus mayottensis,
27681,862507,species,Mus booduga,little Indian field mouse
27682,13544,species,Geomys bursarius,Plains pocket gopher
27683,13544,species,Geomys knoxjonesi,
27684,13544,species,Geomys knoxjonesi x Geomys bursarius major,
28734,311790,order,Macroscelidea,elephants shrews
28735,28734,family,Macroscelididae,
28736,28735,genus,Elephantulus,long-eared elephant shrews
28737,28736,species,Elephantulus edwardii,Cape elephant shrew
29061,2630088,species,Bos sp.,
29064,9688,species,Panthera uncia,snow leopard
29065,9658,species,Martes martes,European pine marten
29066,9647,genus,Potos,
29067,29066,species,Potos flavus,kinkajou
29073,9639,species,Ursus maritimus,polar bear
29074,9734,species,Stenella plagiodon,
29075,77241,genus,Macroglossus,
29076,29075,species,Macroglossus minimus,lesser long-tongued fruit bat
29077,9431,genus,Cnephaeus,
29078,3371007,species,Eptesicus fuscus,big brown bat
29079,1811493,genus,Chaetophractus,
29080,29079,species,Chaetophractus villosus,large hairy armadillo
29081,28735,genus,Macroscelides,
29082,29081,species,Macroscelides proboscideus,short-eared elephant shrew
29083,9702,genus,Arctocephalus,
29084,29083,species,Arctocephalus forsteri,New Zealand fur seal
29085,3410120,genus,Hydrurga,
29086,29085,species,Hydrurga leptonyx,leopard seal
29087,3410121,genus,Monachus,monk seals
29088,1907176,species,Neomonachus schauinslandi,Hawaiian monk seal
29089,325165,species,Nomascus concolor,Black crested gibbon
29090,10139,genus,Dolichotis,
29091,29090,species,Dolichotis patagonum,Patagonian cavy
29092,10053,species,Microtus agrestis,field vole
29094,156196,species,Abrothrix longipilis,long-haired grass mouse
29095,10069,species,Akodon azarae,Azara's grass mouse
29096,10069,species,Akodon cursor,Cursor grass mouse
29098,156196,species,Abrothrix olivaceus,olive grass mouse
29099,10069,species,Akodon orophilus,El Dorado grass mouse
29100,10069,species,Akodon siberiae,Cochabamba grass mouse
29101,10069,species,Akodon toba,Chaco grass mouse
29102,10069,species,Akodon urichi,northern grass mouse
29103,40141,genus,Auliscomys,
29104,29103,species,Auliscomys pictus,painted big-eared mouse
29105,40141,genus,Calomys,
29106,29105,species,Calomys lepidus,Andean vesper mouse
29108,40141,genus,Chelemys,
29109,2819014,species,Paynomys macronyx,Andean long-clawed mouse
29110,40141,genus,Geoxus,
29111,29110,species,Geoxus valdivianus,long-clawed mole mouse
29112,40141,genus,Irenomys,
29113,29112,species,Irenomys tarsalis,Chilean climbing mouse
29114,40141,genus,Lenoxus,
29115,29114,species,Lenoxus apicalis,Andean rat
29116,40141,genus,Nectomys,
29117,29116,species,Nectomys squamipes,South American water rat
29118,40141,genus,Notiomys,
29119,29118,species,Notiomys edwardsii,Edwards's long-clawed mouse
29120,40141,genus,Oligoryzomys,
29122,40141,genus,Oryzomys,
29124,40141,genus,Oxymycterus,
29125,29124,species,Oxymycterus delator,spy hocicudo
29126,29124,species,Oxymycterus hiska,small hocicudo
29127,29124,species,Oxymycterus paramensis,Paramo hocicudo
29128,40141,genus,Rhipidomys,
29129,29128,species,Rhipidomys leucodactylus,white-footed climbing mouse
29130,40141,genus,Thomasomys,
29131,29130,species,Thomasomys aureus,golden oldfield mouse
29132,1963757,family,Castoridae,beavers
29133,337730,genus,Neotamias,
29135,9774,family,Dugongidae,dugong and sea cow
29136,29135,genus,Dugong,
29137,29136,species,Dugong dugon,dugong
29138,9338,genus,Vombatus,
29139,29138,species,Vombatus ursinus,coarse-haired wombat
30520,9903,species,Bos frontalis,gayal
30521,9903,species,Bos grunniens,domestic yak
30522,9903,species,Bos indicus x Bos taurus,hybrid cattle
30527,9935,species,Ovis ammon,argali
30528,9940,subspecies,Ovis aries platyura,
30531,9855,species,Axis axis,axis deer
30532,9867,species,Dama dama,fallow deer
30533,35500,family,Moschidae,musk deer
30535,9828,species,Tayassu pecari,white-lipped peccary
30536,2649867,species,Camelus sp.,
30538,30539,species,Vicugna pacos,alpaca
30539,9835,genus,Vicugna,
30540,2627721,species,Vulpes sp.,
30541,119825,genus,Conepatus,
30542,30541,species,Conepatus chinga,Molina's hog-nosed skunk
30543,30541,species,Conepatus leuconotus,eastern hog-nosed skunk
30544,30541,species,Conepatus mesoleucus,western hog-nosed skunk
30545,2647378,species,Meles sp.,
30546,119825,genus,Mephitis,
30547,30546,species,Mephitis macroura,hooded skunk
30548,30546,species,Mephitis mephitis,striped skunk
30549,2599795,species,Mustela sp.,
30550,119825,genus,Spilogale,
30551,30550,species,Spilogale gracilis,western spotted skunk
30552,30550,species,Spilogale putorius,eastern spotted skunk
30553,1008263,genus,Taxidea,
30554,30553,species,Taxidea taxus,American badger
30556,2632987,species,Tremarctos sp.,
30557,2635866,species,Balaenoptera sp.,
30558,9761,family,Balaenidae,right whales
30559,9397,suborder,Yinpterochiroptera,
30560,9397,suborder,Yangochiroptera,
30562,30560,family,Emballonuridae,"sac-winged, sheath-tailed, and ghost bats"
30574,2641874,species,Dasypus sp.,
30576,9367,species,Atelerix algirus,Algerian hedgehog
30577,9363,subfamily,Erinaceinae,spiny hedgehogs
30578,30577,genus,Hemiechinus,
30579,30577,genus,Paraechinus,
30581,9987,species,Sylvilagus audubonii,desert cottontail
30582,9800,species,Tapirus pinchaque,mountain tapir
30583,2634265,species,Tapirus sp.,
